# delay [ms], bytes_sent
81,1
81,1
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,1
81,1
81,1
81,1
81,1
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
270,0
81,1
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,1
274,0
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
272,0
81,0
81,0
274,0
279,1
81,1
81,1
81,1
81,0
81,0
81,1
81,1
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
282,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
81,1
81,1
81,0
81,1
81,1
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,0
477,1
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,1
81,1
276,0
81,0
81,0
81,0
81,1
81,0
81,1
81,0
81,0
81,1
81,1
81,0
81,0
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,1
81,1
81,1
81,0
279,1
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,1
81,0
81,0
81,0
81,0
81,1
81,1
81,1
81,0
81,1
81,1
81,1
81,1
81,1
81,0
81,0
81,1
81,0
81,1
81,0
81,1
81,0
81,1
274,0
81,1
81,1
81,1
81,1
81,1
81,0
81,0
81,0
81,1
81,0
81,1
81,1
81,1
81,0
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,1
81,0
81,1
81,0
81,0
81,0
81,1
81,0
270,0
81,1
81,0
81,1
